created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-03-30 01:02:42+00:00,"RT @eugenegu: @realDonaldTrump Might as well make this useful for something. If you live in CA, TX, or FL, I’m offering free telemedicine s…",susan_potharaju,"Andhra Pradesh, India","love reading and biryani , #dog lover , #banker and although an indian , fully support #FBR, #Resist, NO DMs . ❤️ Obama.",4691,4828,9006,False,"@realDonaldTrump Might as well make this useful for something. If you live in CA, TX, or FL, I’m offering free telemedicine screening services for possible coronavirus symptoms with our team of Stanford trained doctors through Cool Quit. https://t.co/xN0O5vzxF7"
2020-03-30 01:02:43+00:00,"RT @pierrefitter: Only took 5 days for the govt to realise it didn't have a plan.

Classic Modi.",DebashishHota1,"Bengaluru, India","Co-founder & COO, https://t.co/SGIJyl9UXd, India's first real estate risk assessment firm. Father to one cute little girl.",50,703,2333,False,"Only took 5 days for the govt to realise it didn't have a plan.

Classic Modi. https://t.co/F2wVeG9LjU"
2020-03-30 01:02:46+00:00,"@PMOIndia Is the Lockdown over? I can see almost 600-700 people on roads at this time gathering near a fruit market. No social distancing at all. No actions being taken by Police. Location- Cinema road , Ambedkar Chowk, Gopalganj - Bihar @News18Bihar @ABPNews @ZeeBiharNews",desi_pilot_,"Pune, India","I’m a Pilot, MSD07 forever. Interested in astronomy and space sceince. Part Time Vlogger. \__0(—)0__/ ♊️",78,281,1113,False,No Value Mentioned
2020-03-30 01:02:46+00:00,"RT @kalash_mamgain: Satellite data show a large release of sulfur dioxide gas from the outskirts of Wuhan, China, and could be viewed as ev…",NayakaGovind,"Bengaluru, India",passionated  movie  maker,25,34,669,False,"Satellite data show a large release of sulfur dioxide gas from the outskirts of Wuhan, China, and could be viewed as evidence of the mass cremation. This assumption is based on the fact that sulphur dioxide is released when bodies are burned.#ChinaLiedPeopleDie https://t.co/SCnYbiMkph"
2020-03-30 01:02:46+00:00,"RT @NatashaFatah: Earlier Dr. Anthony Fauci - the Trump administration's leading expert on infectious diseases - said US might see 100,000…",onhisbike,"Mumbai, India",Breaking bones and passing stones,156,241,90637,False,"Earlier Dr. Anthony Fauci - the Trump administration's leading expert on infectious diseases - said US might see 100,000 - 200,000 deaths possible.

Tonight, Fauci said 1 million cases, 100,000 deaths are possible but he hopes it doesn't get to that.

https://t.co/FoNtxJXh5m https://t.co/mK35YoRWvY"
2020-03-30 01:02:47+00:00,#Microsoft has launched a #coronavirus tracker as part of @Bing. https://t.co/fumItlwOwn,v_shakthi,"Bengaluru, India","Tech Analyst, Tech Blogger, Disability Rights Activist ♿,  Cloud and AI evangelist, Owner of @thequill_in. Email: shakthi@thequill.in",143059,107945,402214,True,No Value Mentioned
2020-03-30 01:02:47+00:00,"RT @bill_auclair: When the only upside you can bring to a nation of frightened, jobless Americans bracing for a projected 200,000 #Coronavi…",RonPyke,"Indiana, USA",Father of 4; grampa of 8,5475,5532,347439,False,"When the only upside you can bring to a nation of frightened, jobless Americans bracing for a projected 200,000 #Coronavirus #Pandemic deaths is that you could easily have killed millions more. (Spoiler alert: you still might) #TrumpLiesKill @jilevin @docrocktex26 @mcspocky https://t.co/6rZKEyREKg"
2020-03-30 01:02:54+00:00,Covid-19: Employee of Air India subsidiary tests positive https://t.co/eKUPvyQ6jg,Ritsvevo,"Madhya Pradesh, India",Hey this is Rits - Vocalist & Blogger,9,80,21259,False,No Value Mentioned
2020-03-30 01:02:58+00:00,"Give free services to migrant labourers amid #lockdown: Priyanka Gandhi to telecom firms.
https://t.co/6ICDyByufR https://t.co/0DwGxuIlCJ",ndtv,India,Breaking news alerts from India,12767010,14,708147,True,No Value Mentioned
2020-03-30 01:03:00+00:00,RT @jsolomonReports: Breaking: Trump says social distancing guidelines will remain until April 30. Peak in deaths could come in 2 weeks. ht…,RitaChalfant,Fort Wayne Indiana,No Value Mentioned,220,841,4690,False,Breaking: Trump says social distancing guidelines will remain until April 30. Peak in deaths could come in 2 weeks. https://t.co/Ivc91OkfXa
2020-03-30 01:02:58+00:00,"RT @UmarKhalidJNU: For anyone in need in Delhi, call us for cooked food during #COVID19
lockdown. We will try our best to provide it to you…",MFnxe,India ,Life is a argument you can’t win.,448,1686,8654,False,"For anyone in need in Delhi, call us for cooked food during #COVID19
lockdown. We will try our best to provide it to you! 
#UnitedAgainstHate
@UAH_India https://t.co/CChSMrpugg"
2020-03-30 01:03:02+00:00,"RT @AdamMilstein: #coronavirus News Alert: Dr. Vladimir Zelenko, a board-certified family practitioner in NY, has now treated 699 Covid-19…",saritas24689943,"Delhi, India","Mother,Home Town J&K...🕊️
राष्ट्रभक्त🔱",84,1041,1180,False,"#coronavirus News Alert: Dr. Vladimir Zelenko, a board-certified family practitioner in NY, has now treated 699 Covid-19 patients with 100% success using Hydroxychloroquine Sulfate, Zinc and Z-Pak. All symptoms of shortness of breath resolved within 4-6 hr https://t.co/siCvNg845Q https://t.co/lOrUvBHp0A"
2020-03-30 01:03:02+00:00,"RT @_Namrataa: 7 million people left Wuhan, but probably none of them went to big cities of China. Beijing and Shanghai never had 1000+ cas…",rameshrajiv1,India,No Value Mentioned,133,815,5355,False,"7 million people left Wuhan, but probably none of them went to big cities of China. Beijing and Shanghai never had 1000+ cases even. It’s like China exported the virus to rest of the world. https://t.co/9RSINpxxmk"
2020-03-30 01:03:07+00:00,Now that is DARK @roartothebeat https://t.co/uF6x2DnU0n,WaffleTf2,"Kerala, India",🐾🐾,127,71,48,False,No Value Mentioned
2020-03-30 01:03:08+00:00,RT @PrinSciAdvGoI: It is impressive to see how the world has come together to fight Covid-19. You are aware of the G-20 and SAARC initiativ…,vshraff,"Kolkata, India","Advocate High Courts and Supreme Court of India 
LLB, FCA, AICWA, ACS, Adv. Dip . Management Accounting (CIMA-London)",327,346,6781,False,"It is impressive to see how the world has come together to fight Covid-19. You are aware of the G-20 and SAARC initiatives. Amongst other matters, these relate to important issues on the supply of essential components and chemicals for testing, diagnosis, and treatment. 8"
2020-03-30 01:03:15+00:00,RT @GovHolcomb: We know that social distancing will help us #FlattenTheCurve. Here are a few familiar faces from the @Colts reminding you t…,WayneTwpSuper,"Indianapolis, IN","Husband, father, Supt. @WayneTwpSchools. 2019 @IAPSS_ORG Supt of Year and @AASAHQ National SOY Runner-Up #ILovePublicEducation #LeadersMatter Opinions are mine",10573,1788,101084,False,We know that social distancing will help us #FlattenTheCurve. Here are a few familiar faces from the @Colts reminding you to stay safe and keep up the good work. https://t.co/pPicpiFpuT
2020-03-30 01:03:22+00:00,"RT @_YogendraYadav: This is a man-made, policy-induced disaster.",ugosus,India,"Digital Marketer, @topleaguetech | Founder of @discoverbbsr | Blogger at @atomic_reach | Specialize in #ContentMarketing, #SEO, and #GenesisWP.",1169,182,34622,False,"This is a man-made, policy-induced disaster. https://t.co/RdSZGZ2sFG"
2020-03-30 01:03:22+00:00,RT @batdaddy5656: @BretBaier @connellmcshane The Covid-19 THING 'AIN'T' Funny! Who are YOU in a crisis... I Saved the Life of My Wife-My Br…,batdaddy5656,"Indianapolis, IN","Photographer-Life is so simple. 1: You are “Born”. 2: You run around doing, “Stuff”. 3: You are ”Dead"". Purpose, #2 Goal: ""Real"" meaning of Love...",101,521,9750,False,"@BretBaier @connellmcshane The Covid-19 THING 'AIN'T' Funny! Who are YOU in a crisis... I Saved the Life of My Wife-My Bride. Who might You BE, Hmm; Challenge Yourself; Be Ready? A door of opportunity to redeem yourself; is open for a blink of an eye. My sacrifice; saved My Life...My Wife. Again? Yes... https://t.co/ODg0nMQnD3"
2020-03-30 01:03:23+00:00,"@realDonaldTrump Florida man with coronavirus says drug touted by Trump saved his life

https://t.co/gg7fleWmo8",asoka_in,"Gujarat, India","BE IT|MS Medical Science|One person’s “hate speech”is another person’s belief, opinion or even(as they see it)fact
समर शेष है, नहीं पाप का भागी केवल व्याध जो तट",107,147,14253,False,No Value Mentioned
2020-03-30 01:03:29+00:00,"RT @RamCinemas: Thanks @SunTV today most of the families and kids in TN forgot Corona &amp; watching #Ghilli 
Really a much needed break !!",itz_yorksyasar,"Tamil Nadu, India","💞💞தளபதி ரசிகன் 💖💖THALAPATHY ADDICT......❣💛VIRATIAN💗💗💖Virat Kohli....
IGNORE NEGATIVITY @actorvijay",115,236,6757,False,"Thanks @SunTV today most of the families and kids in TN forgot Corona &amp; watching #Ghilli 
Really a much needed break !!"
2020-03-30 01:03:30+00:00,RT @Amber_Hobbs7: Brides are cancelling their big day. People are dying alone. Funerals of no more than 10 people. Healthcare workers stayi…,asangeldreams,india,"pretty boy.                         
@asangledreams on Instagram.",337,317,51993,False,"Brides are cancelling their big day. People are dying alone. Funerals of no more than 10 people. Healthcare workers staying away from their family for weeks/months to prevent infecting them with COVID- 19. The list goes on.. 
Meanwhile there’s SELFISH people on my snap partying.."
2020-03-30 01:03:37+00:00,RT @jamewils: Telangana done 44 ppm tests and 48 positive cases and the neighbouring Andhra Pradesh done only 8 ppm tests and 19 positive c…,AIMIMONLY,"Hyderabad, India","A Mother's LOVE is WHOLE, no matter how many times DIVIDED...",38042,212,57481,False,"Telangana done 44 ppm tests and 48 positive cases and the neighbouring Andhra Pradesh done only 8 ppm tests and 19 positive cases. 

This is the case of Maharashtra (28 ppm vs 193 +ve) and Gujarat (12 ppm vs 53+ve cases).

TEST TEST TEST

THEN ONLY U WILL CATCH MORE COVID-19 https://t.co/G80TRpV3AU"
2020-03-30 01:03:37+00:00,"Better to die than to die by fearing.  The way the bird had tried to extinguish water by dropping water from its beak when the forest caught fire, let us all contribute in some way to defeat the corona virus epidemic.
#CoronaVirusChallenge 
#StayHomeStaySafe",Tarun5012,"Solan, India",Campus President @abvp4solan |Former Social Media Incharge @abvp4solan |,79,137,583,False,No Value Mentioned
2020-03-30 01:03:41+00:00,"Bengal government starts selling fish online to beat price rise amid #lockdown.
https://t.co/KZchQVOZLw https://t.co/XeDcU8KEzO",ndtv,India,Breaking news alerts from India,12767011,14,708147,True,No Value Mentioned
2020-03-30 01:03:42+00:00,"RT @Somesh_IAS: 👏👏👏
2x 500 bedded Exclusive COVID Hospitals taking shape in Bhubaneswar, Odisha. 

But you will not hear about it on your T…",saritas24689943,"Delhi, India","Mother,Home Town J&K...🕊️
राष्ट्रभक्त🔱",84,1041,1180,False,"👏👏👏
2x 500 bedded Exclusive COVID Hospitals taking shape in Bhubaneswar, Odisha. 

But you will not hear about it on your TV News.

#IndiaFightsCOVID19 
#OdishaFightsCorona https://t.co/2j4dkt91Er"
2020-03-30 01:03:42+00:00,"RT @NishaPurushoth2: hundreds of migrant workers gathered in Payippadu, Kottayam.. They demand travel facilities to home states.. serious s…",tyranised,"Gandhidham, India","Committed
Etheist",55,94,10701,False,"hundreds of migrant workers gathered in Payippadu, Kottayam.. They demand travel facilities to home states.. serious situation
#21daylockdown 
#lockdown 
#Covid_19 
#Social_Distancing 
@manoramanews https://t.co/BgisFiC3tZ"
2020-03-30 01:03:44+00:00,"RT @ndtv: ""Focus on tests, preparation"": How Assam is coping with #COVID19 outbreak. https://t.co/ZXqT1n4cjp https://t.co/B3KRehnXvK",TruePatriot007,India,No Value Mentioned,21,26,86,False,"""Focus on tests, preparation"": How Assam is coping with #COVID19 outbreak. https://t.co/ZXqT1n4cjp https://t.co/B3KRehnXvK"
2020-03-30 01:03:44+00:00,"RT @sanghaviharsh: China constructed 1000 bedded hospital in 10 days. India established 6370 bedded medical facility overnight, with a frac…",JhaPriyadarshan,"Motihari, India",I am politically incorrect. Note - Retweet is not endorsement.,403,54,80701,False,"China constructed 1000 bedded hospital in 10 days. India established 6370 bedded medical facility overnight, with a fraction of its cost! Jai hind!!"
2020-03-30 01:03:45+00:00,RT @pbhushan1: We are seeing that the cost of the unplanned lockdown is greater than the cost of the Virus itself. Unfortunately this cost…,SoulOfCongress_,"Karnataka, India",#Indian #Nehruvian #Professional #TravelBug #NoDMpls,2109,2111,10341,False,"We are seeing that the cost of the unplanned lockdown is greater than the cost of the Virus itself. Unfortunately this cost is being borne disproportionately by poor migrant workers and their children, for whom this govt doesn't care. https://t.co/E9bKxmMLa7"
2020-03-30 01:03:51+00:00,RT @RahulGandhi: The lockdown will devastate our poor &amp; weak. It will deliver a heavy blow to the India we love. India isn’t black &amp; white.…,manjunathganga4,"Bengaluru, India",No Value Mentioned,19,106,50,False,The lockdown will devastate our poor &amp; weak. It will deliver a heavy blow to the India we love. India isn’t black &amp; white. Our decisions have to be carefully thought through. A more nuanced &amp; compassionate approach is required to deal with this crisis. It’s still not too late. https://t.co/qZuoABfOMi
2020-03-30 01:03:52+00:00,RT @AdityaRajKaul: #BIG: MHA orders disciplinary action against 4 bureaucrats of Delhi Govt for Dereliction of Duty regarding containment o…,sushantshekha12,"Patna, India",working at ministry of defence.,151,899,22501,False,"#BIG: MHA orders disciplinary action against 4 bureaucrats of Delhi Govt for Dereliction of Duty regarding containment of #COVID19. Adl.Chief Secretary, Transport Department, Suspended with immediate effect. Adl. Chief Secretary, Home &amp; Land Buildings Dept, Show Cause Notice. https://t.co/zjllaCMmgK"
2020-03-30 01:03:52+00:00,"To join the fight against Coronavirus, I have taken the Stay At Home, Save Lives Pledge and committed myself towards keeping the country safe. You can also take the pledge at https://t.co/QYoM9A86xr https://t.co/EKblns8x0P via @mygovindia",karthicana,"Chennai, India",😎,25,118,223,False,No Value Mentioned
2020-03-30 01:03:54+00:00,"RT @Aakar__Patel: No lockdown in Singapore, Sweden, Netherlands. 
Schools, businesses open. Incorrect to say that this is the only solution…",mofeed_sheikh,India,"Humanity is above everything on Earth,
don't ever compromise on humanity. 
And if you're religion does not teach you humanity then it is not a religion.!!!!",69,466,13598,False,"No lockdown in Singapore, Sweden, Netherlands. 
Schools, businesses open. Incorrect to say that this is the only solution. There are others."
2020-03-30 01:03:55+00:00,"RT @axios: NEW: A plane from Shanghai arrived at JFK this morning carrying an extraordinary load: 12 million gloves, 130,000 N-95 masks, 1.…",_tmaschino,"Indiana, USA",Full Sail Grad. Coffee & Rum Enthusiast. Space Junkie. Front End Developer / Geek / Gamer. Opinions are my own.,110,256,18540,False,"NEW: A plane from Shanghai arrived at JFK this morning carrying an extraordinary load: 12 million gloves, 130,000 N-95 masks, 1.7 million surgical masks, 50,000 gowns, 130,000 hand sanitizer units, and 36,000 thermometers. https://t.co/yvB7sqhXWY"
2020-03-30 01:03:55+00:00,"RT @Being_Anas9: I am going to Salman bhaijan way

My family will take responsibility of 100 daily wages worker nd poor  Needfull people ti…",salmancsk_,"Maharashtra, India",𝐅𝐚𝐧 𝐀𝐜𝐜𝐨𝐮𝐧𝐭 | 𝐌𝐨𝐯𝐢𝐞𝐬 | 𝐖𝐞𝐛 𝐬𝐞𝐫𝐢𝐞𝐬 | 𝐈𝐏𝐋 𝐥𝐨𝐯𝐞𝐫 | 𝐃𝐨𝐧’𝐭 𝐝𝐨 𝐮𝐧𝐧𝐞𝐜𝐞𝐬𝐬𝐚𝐫𝐲 𝐧𝐞𝐠𝐚𝐭𝐢𝐯𝐢𝐭𝐲 𝐨𝐧 𝐭𝐰𝐢𝐭𝐭𝐞𝐫|,1316,3921,9774,False,"I am going to Salman bhaijan way

My family will take responsibility of 100 daily wages worker nd poor  Needfull people till lockdown

Inspired by my idol Man with Golden heart ♥ Megastar The Salman khan @BeingSalmanKhan 

#BeingConsistentIsBeingHuman https://t.co/CsUcR7TRRc"
2020-03-30 01:03:59+00:00,"RT @rishibagree: Rohini Singh wants the rich to donate for Corona Virus

Rohini Singh regularly flaunts her Mercedes on twitter

Rohini Sin…",JhaPriyadarshan,"Motihari, India",I am politically incorrect. Note - Retweet is not endorsement.,403,54,80701,False,"Rohini Singh wants the rich to donate for Corona Virus

Rohini Singh regularly flaunts her Mercedes on twitter

Rohini Singh has not given a single Rupee donation for Corona Virus"
2020-03-30 01:04:00+00:00,"RT @spectatorindex: JUST IN: Number of coronavirus cases in the US reaches 140,000",rjbudayan,"Haryana, India",Love  a country you live in OR live in a country  you love,127,126,3259,False,"JUST IN: Number of coronavirus cases in the US reaches 140,000"
2020-03-30 01:04:08+00:00,RT @EvanMcMullin: The president is making a shocking admission on national TV: that he and some of his advisors actually considered just “r…,1401bonniek,Indiana,"#BIDEN/2020

#GUNSENSE
 #BlackLivesMatter
#ImStillWithHer
#TheResistance  
#VoteBlue2020
      🔥FIRE TRUMP🔥",5085,5102,262940,False,"The president is making a shocking admission on national TV: that he and some of his advisors actually considered just “riding it out,” or not responding to the pandemic at all, until they learned that 2 million Americans could die. Maybe THIS is why we lost that critical month."
2020-03-30 01:04:10+00:00,RT @DrAmbardar: Holy hell. #Covid_19 #COVIDー19,imessitup,"Mumbai, India",No Value Mentioned,20,75,4104,False,Holy hell. #Covid_19 #COVIDー19 https://t.co/TxLTVIDNnE
2020-03-30 01:04:10+00:00,We proud to be indian @112UttarPradesh @UPGovt @Uppolice https://t.co/7VsJzjQGTn,Prashan29774521,"Sitapur, India","हिन्दू का बेटा हूं,चन्द्रमा की मिट्टी से तिलक करने का जज्बा रखता हूँ ,गीदड़ पालने का शौक नहीं ,शेर पालने का रुतबा रखता हूँ।
#जय महाकाल",26,40,281,False,No Value Mentioned
2020-03-30 01:04:12+00:00,"RT @ZacksJerryRig: Bored from the lockdown? Winning a Teardown Z Flip would probably spice things up... here's the rules:

1. Follow @Zacks…",its_the_nish,INDIA,"Interactive Marketing & Digital Strategist. Skilled In Social Media & Analytics. Football Fan,  #MESSI, #FCBARCELONA",7,33,101,False,"Bored from the lockdown? Winning a Teardown Z Flip would probably spice things up... here's the rules:

1. Follow @ZacksJerryRig
2. Follow @dbrand
3. Retweet this

Picking one random winner in 72h! While you're waiting, check out Teardown for your device: https://t.co/pm2LfY38Ix https://t.co/7lytPvuu2B"
2020-03-30 01:04:12+00:00,RT @2BHK_Journalist: Good job. What about @thewire_in and @scroll_in ?,aslibharatsoni," Bissau Rajasthan, India","Chartered Accountant👨‍🎓, Travel Lover, 🙏You are the driver
of your own life,
Don't let anyone steal
your seat.😊😊🙏
#DefeatCovid19",653,900,12464,False,Good job. What about @thewire_in and @scroll_in ? https://t.co/NSaH5jK5yg
