created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-03-01 05:00:19+00:00,"RT @srijan_om: @asharamjibapu_ How to prevent corona virus?🤔 Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Sh…",DineshS41082220,"Nagpur, India",Dinesh sahu,810,761,40196,False,"@asharamjibapu_ How to prevent corona virus?🤔 Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc 😇 #AdoptVedicHoliPreventCorona https://t.co/jKWzDV2fYa"
2020-03-01 05:00:22+00:00,RT @babiejieun_: this angel has donated a total of 230 Million Won to support Coronavirus Prevention 😭💖 beyond proud of this angel!! https:…,Athulya11045291,india,crazy fan of iu,71,146,944,False,this angel has donated a total of 230 Million Won to support Coronavirus Prevention 😭💖 beyond proud of this angel!! https://t.co/7sjuhH3Yd2
2020-03-01 05:00:24+00:00,"China Reports 35 New Deaths And 573 New Cases Of Novel Coronavirus

https://t.co/SwyhnfgzDZ",SwarajyaMag,India,"A big tent for liberal right of centre discourse that reaches out, engages and caters to the new India",225462,677,98466,True,No Value Mentioned
2020-03-01 05:00:25+00:00,"RT @AbhijitChavda: Fake superpower: China has been over-reporting its growth rate by ~1.7% every year since at least 2008.

The cumulative…",hrishims,"Bengaluru, Karnataka, India",No Value Mentioned,82,493,53218,False,"Fake superpower: China has been over-reporting its growth rate by ~1.7% every year since at least 2008.

The cumulative effect is that China is now overstating its true GDP by nearly 20%.

It's rapidly becoming clear that the emperor has no clothes.

https://t.co/BrEutIb6To"
2020-03-01 05:00:31+00:00,RT @JRehling: Coronavirus has slowed down economic activity in China so much that satellites can detect the decrease in air pollution — an…,shiva_tweets,"chennai,india","Programmer, Foodie, Movie Buff, Loves Technology, Optimist by nature, Procrastinator by choice.",62,273,5251,False,Coronavirus has slowed down economic activity in China so much that satellites can detect the decrease in air pollution — an almost literal example of “Every cloud has a silver lining.” #CoronaVirusUpdate
2020-03-01 05:00:33+00:00,"Indian man, who returned from coronavirus-hit Malaysia dies in Kerala

#Coronavirus #CoronavirusOutbreak

https://t.co/IZZwo2TW5u",JagranEnglish,"New Delhi, India",Jagran English the new age Trending News site. Check out https://t.co/UuzBHS8KDs for all latest & top trends across globe.,5999,35,133155,True,No Value Mentioned
2020-03-01 05:00:35+00:00,"RT @majorgauravarya: North Korea becomes the first country to find a cure for its own citizens suffering from coronavirus. 

The cure is un…",MrKatappa,"uttarakhand, India","Proud भारतीय😇 Fun loving guy 😄 RT expert😂 Tag, Mention, Like, RT, unFollow: Do whatever you wanna do.♥ unfollow=unfollow. ReTweets pasand na aae to OFF kare",2635,1943,142986,False,"North Korea becomes the first country to find a cure for its own citizens suffering from coronavirus. 

The cure is uniquely North Korean. Apparently, they are executing the victims. https://t.co/omAp2e3nbP"
2020-03-01 05:00:38+00:00,ETHealthworld | India starts hunt for alternatives to China to source over 1k items https://t.co/O0Pvwt4kzn,ETHealthWorld,"Noida, India",One stop platform that tracks all breaking news & analysis of the pulsating healthcare industry.,5442,886,41669,True,No Value Mentioned
2020-03-01 05:00:42+00:00,"@timesofindia This virus is spreading like an epidemic. Despite  no remedy  in hand there is one ray of hope. Celebrating Holi as per Vedic tradition destroys all types of viruses. See this invaluable Satsang by Sant Shri Asharamji Bapu  #AdoptVedicHoliPreventCorona
https://t.co/5cZpC6op02",prasenjeetkuma2,"West Bengal, India",Follower of sant Shri Asharamji bapu,622,686,18642,False,No Value Mentioned
2020-03-01 05:00:49+00:00,RT @ManjitKaur09: @WordswithSteph Guys! Please spread the message of Sant Shri Asharamji Bapu for good cause. To prevent the corona epidemi…,jarodiasingh,"Palwal, India",गुरू अज्ञा ही केवलम,965,410,58762,False,"@WordswithSteph Guys! Please spread the message of Sant Shri Asharamji Bapu for good cause. To prevent the corona epidemic all over the world, the need is to #AdoptVedicHoliPreventCorona, for this one should do Holika-Dahan with cow-dung cakes, Ghee, Neem etc on this Holi https://t.co/DdUHgzYs1M"
2020-03-01 05:00:50+00:00,"RT @SenKamalaHarris: This week, I sent Trump a letter demanding transparency about his plan to address the coronavirus.

This administratio…",rpfranceindy,Northwest Indiana,No Value Mentioned,177,2010,17891,False,"This week, I sent Trump a letter demanding transparency about his plan to address the coronavirus.

This administration's response to this public health crisis must be based in science and fact, not wishful thinking. We cannot afford to wait any longer for a comprehensive plan."
2020-03-01 05:00:51+00:00,"RT @jeffreyswisher: This mask issue is really a problem. Again, you do not protect yourself against COVID-19 by wearing a mask! The viral p…",gaurav2811,"New Delhi, India",90's Kid.,147,421,10164,False,"This mask issue is really a problem. Again, you do not protect yourself against COVID-19 by wearing a mask! The viral particles are too small and the filtration ability of surgical masks is insufficient. Even N-95 masks fail to protect you.

1/2"
2020-03-01 05:00:51+00:00,"RT @satkabir_: #Secrets_Of_Vedas
Residents of America Iran China India and everyone understand the secrets of Vedas and make your familiar…",PawanVi55056275,"Gorakhpur, India",village sisai post kartahari dist gorakhpur,151,523,2845,False,"#Secrets_Of_Vedas
Residents of America Iran China India and everyone understand the secrets of Vedas and make your familiar with the Kavir Dev or Kabir Saheb who is the father of all. https://t.co/lf2LeXBQ7e"
2020-03-01 05:00:52+00:00,"RT @oheraldogoa: Families of Goan seafarers live on hope and prayer as Corona virus spreads
.
.
https://t.co/OG7qzRyDPS

#TodayInHerald #Go…",yogeshgoa27,"New Delhi, India",|Consultant| Human Values| RTs not endorsement|Goa-Mumbai-Delhi|,326,504,40276,False,"Families of Goan seafarers live on hope and prayer as Corona virus spreads
.
.
https://t.co/OG7qzRyDPS

#TodayInHerald #Goa #GoaNews #News https://t.co/jrhBRboaX6"
2020-03-01 05:00:52+00:00,"RT @dna: Amid coronavirus fears, India to evacuate citizens from Iran | By @sidhant https://t.co/gGEzMBsRvz",bjpayyasamy,"Pondicherry, India",I am Ever 4 Bjp Best Admin My All India Membership No.1111224351 My life is 4 Welfare My Nation Must Be மரபுவழி விவசாயம் By BJP GOVT,1040,4987,28206,False,"Amid coronavirus fears, India to evacuate citizens from Iran | By @sidhant https://t.co/gGEzMBsRvz"
2020-03-01 05:00:54+00:00,"RT @majorgauravarya: North Korea becomes the first country to find a cure for its own citizens suffering from coronavirus. 

The cure is un…",VickyGuleria13,"Mumbai, India",No Value Mentioned,5,101,83,False,"North Korea becomes the first country to find a cure for its own citizens suffering from coronavirus. 

The cure is uniquely North Korean. Apparently, they are executing the victims. https://t.co/omAp2e3nbP"
2020-03-01 05:00:55+00:00,"RT @ChenKai_yale: Satellites have detected significant decreases in nitrogen dioxide (NO2) over China, which ""is at least partly related to…",0071Ajitesh,"जम्बुद्विपे ,भारतवर्षे ,India",जय श्री राम 👌,1068,4992,104041,False,"Satellites have detected significant decreases in nitrogen dioxide (NO2) over China, which ""is at least partly related to the economic slowdown following the outbreak of coronavirus"" #AirPolluion #COVIDー19 #coronavirus https://t.co/8Kxk1vJPMZ"
2020-03-01 05:00:56+00:00,RT @nytimes: Australia has reported its first death from the coronavirus. Follow the latest on the outbreak here. https://t.co/e8yEPSxmbV,SureshBza,India,I do not recommend any thing to any one. This was what i saw or what i feel. #NSE,404,948,6953,False,Australia has reported its first death from the coronavirus. Follow the latest on the outbreak here. https://t.co/e8yEPSxmbV
2020-03-01 05:00:56+00:00,"RT @BillGates: COVID-19 could be a once-in-a-century pandemic, but the good news is that there are steps we can take now to slow its impact…",HimaniAgrawal9,"Gwalior, India",No Value Mentioned,1,6,19,False,"COVID-19 could be a once-in-a-century pandemic, but the good news is that there are steps we can take now to slow its impact and help us respond more effectively when the next epidemic arrives. #COVID19 https://t.co/7alFsXL27h"
2020-03-01 05:00:59+00:00,Boom!  POTUS protecting us from China👏💥 https://t.co/dpM5PshjLC,jgdeltaman,"Indiana, USA",Christian who supports our Country and our President,49,77,1713,False,No Value Mentioned
2020-03-01 05:01:04+00:00,RT @spectatorindex: BREAKING: First coronavirus death in Thailand,datta_arvind,India,"Proud Indian. story teller, banker in semi retirement, Risk Manager. Avid reader, FMS Alumni.
On a journey to make people financially literate",12751,1018,19373,False,BREAKING: First coronavirus death in Thailand
2020-03-01 05:01:05+00:00,RT @business: Singapore is proving that it's not sending empty threats to anyone breaking rules to counter the spread of coronavirus https:…,IndiasBigdebate,India,"Welcome All who would like to debate on Important Issues concerning India. Follow us with your concern & We will fight 4 Your Right! Jai Hind!

#indiasbigdebate",1216,219,286931,False,Singapore is proving that it's not sending empty threats to anyone breaking rules to counter the spread of coronavirus https://t.co/yX1Dwls2m4
2020-03-01 05:01:05+00:00,Stay safe!💕 https://t.co/t18pKyMayQ,turtIejrie,India,she/her | (Fan account) #NUE5T only + casual multi @NUESTNEWS,366,521,35882,False,No Value Mentioned
2020-03-01 05:01:06+00:00,RT @DavidWRSB: She's right. Just look how he bungled an HIV outbreak here in Indiana. https://t.co/t5fTq67Ry6,bookworm474,Southern Indiana,"avid reader, esp mystery, sci fi/fantasy;Anglophile; IU Alum #Browncoat #Fillionaire Warning! I have #ONFD 
#RESIST #GoJoe #VoteBlueDownBallot #BeTheChange4USA",1172,805,154915,False,She's right. Just look how he bungled an HIV outbreak here in Indiana. https://t.co/t5fTq67Ry6
2020-03-01 05:01:07+00:00,"The patient, who was chronically ill prior to contracting COVID-19, died at a hospital in Kirkland, near #Seattle. #Coronavirus
https://t.co/C19fGavR9w",IndiaToday,India,"Brings you news breaks: Exclusive political, entertainment, sports insight, unbiased-nonaligned. We are also on Instagram : https://t.co/qf1v42FMpb",5280550,228,748166,True,No Value Mentioned
2020-03-01 05:01:11+00:00,"RT @Priya57272286: @ABPNews @AmitShah When the environment is impure, terrible viruses like corona come, if Holi is burnt with cow dung con…",Vadehi5,"New Delhi, India",Tough decision is always difficult while taking but right for ur present and future.,1020,173,70417,False,"@ABPNews @AmitShah When the environment is impure, terrible viruses like corona come, if Holi is burnt with cow dung condes, then not a single virus like corona will remain in the environment &amp; our health will be better, which will save crores of rupees of the country.
 #AdoptVedicHoliPreventCorona https://t.co/Npnm3c45HM"
2020-03-01 05:01:13+00:00,"RT @jeffreyswisher: This mask issue is really a problem. Again, you do not protect yourself against COVID-19 by wearing a mask! The viral p…",DevDC,"Mumbai, India","North East ka ladka. Earn to eat & travel. Long distance running & cycling enthusiast. Gulzar worshipper, fish hogger and Netflix binger!",265,259,19239,False,"This mask issue is really a problem. Again, you do not protect yourself against COVID-19 by wearing a mask! The viral particles are too small and the filtration ability of surgical masks is insufficient. Even N-95 masks fail to protect you.

1/2"
2020-03-01 05:01:14+00:00,@kunalkamra88 I agree... This is your real face. #Coronavirus https://t.co/ZIExQi9B2m,RohitJain700,"Chennai, India","Learning is fun. Entertainment is just poor substitute.  Retweets, Likes are not endorsements.",1476,235,24141,False,No Value Mentioned
2020-03-01 05:01:17+00:00,RT @Dazed: .@BTS_twt fans are donating their ticket money to coronavirus relief efforts: https://t.co/mNTE1Pp4NB,btsforever_biss,india,"ARMY 🇮🇳 
Anime fan😬 pronoun:she/her ifb",1375,1567,38485,False,.@BTS_twt fans are donating their ticket money to coronavirus relief efforts: https://t.co/mNTE1Pp4NB
2020-03-01 05:01:18+00:00,@realDonaldTrump I can sleep better tonight now that I know you’re working non stop on the coronavirus. 🤦🏻‍♀️,beatleslisa66,"Terre Haute, Indiana","Proud American, liberal #Biden2020 #WearAMask #TrumpVirus Will not stop resisting until Trump is gone! #NotMyPresident #Resistance #FBR No DM’s!!",1227,3240,3507,False,No Value Mentioned
2020-03-01 05:01:24+00:00,"RT @AnjanaAgrawal6: @patelmona9 @AITCofficial By Holika-Combustion with Cow-dung cake, huge amount of pure oxygen liberated causing purific…",0243243milan,"Ludhiana, India",सर्वत्र सम और प्रसन्न रहना ईश्वर की सर्वोपरि भक्त्ति है।,154,531,24967,False,"@patelmona9 @AITCofficial By Holika-Combustion with Cow-dung cake, huge amount of pure oxygen liberated causing purification of atmosphere. Lethal Corona virus can be eliminated by this process. So #AdoptVedicHoliPreventCorona outbreak."
2020-03-01 05:01:29+00:00,RT @spectatorindex: BREAKING: First coronavirus death in Thailand,randhirnegi9,India🇮🇳,"PROUD INDIAN🇮🇳!SAVE #MotherEARTH from #CLIMATE_CHANGE,Need Serious #CLIMATE_ACTION!#HealthCare must be Recognizd as a #RIGHT,not a Privilege.RT not endorsmnt.",462,175,34855,False,BREAKING: First coronavirus death in Thailand
2020-03-01 05:01:29+00:00,RT @i_srijan: @rajnathsingh @TV9Bharatvarsh World is facing the risk of coronavirus pandemic. It's very important to take precautions to pr…,catsabacus,"Bhopal, India",No Value Mentioned,102,84,9384,False,@rajnathsingh @TV9Bharatvarsh World is facing the risk of coronavirus pandemic. It's very important to take precautions to prevent it. Asharamji Bapu has many times explained that burning cowdung cakes purifies atmosphere &amp; kills harmful germs. Let's #AdoptVedicHoliPreventCorona . https://t.co/IfUBgWoJPg
2020-03-01 05:01:31+00:00,This is your real face. #Coronavirus https://t.co/SW3Nj5mtsa https://t.co/jT7HKa1Jfl,RohitJain700,"Chennai, India","Learning is fun. Entertainment is just poor substitute.  Retweets, Likes are not endorsements.",1476,235,24141,False,No Value Mentioned
2020-03-01 05:01:32+00:00,RT @5stocksinto: 5 Chinese Stocks Into Rare Earths https://t.co/aMixLY8ZjY #China #rareearth #stocks #metals #elements #mining #neodymium #…,sectest9,"Hyderabad, India",News Hub! Get the latest Security News & Updates!,31813,1,1870011,False,5 Chinese Stocks Into Rare Earths https://t.co/aMixLY8ZjY #China #rareearth #stocks #metals #elements #mining #neodymium #dysprosium #promethium #magnetic #technology #EV #automotive #investment #IoT #BigData #dividends
2020-03-01 05:01:36+00:00,"#Coronavid19 #CoronaVirusUpdate 
Hope Indian Gov. &amp; @MoHFW_INDIA is ready for any consequence regarding #Coronavid19 as #CoronavirusOutbreak is continue entering in new countries. Be aware and focused people. https://t.co/K0EdgSSII3",g_bitu8,India,"सर्वे भवन्तु सुखिनः सर्वे सन्तु निरामया ।
सर्वे भद्राणि पश्यन्तु मा कश्चित् दुःखभाग् भवेत् ।।
RW । #IndiaWithArmyAndModi । 
जय हिंद 🇮🇳",937,2492,21282,False,No Value Mentioned
2020-03-01 05:01:38+00:00,"RT @s_nisha7: @rajeshmadaan13 Presently, the effects of corona virus are being seen much more. Many such bacteria can be got rid of by cele…",DrSanjeevChugh1,"Haridwar, India",No Value Mentioned,5193,2330,256650,False,"@rajeshmadaan13 Presently, the effects of corona virus are being seen much more. Many such bacteria can be got rid of by celebrating Holi by burning cow dung condes. #AdoptVedicHoliPreventCorona https://t.co/rzzkZWJ4cc"
2020-03-01 05:01:42+00:00,"RT @satyug20201: #Secrets_Of_Vedas
Only God kabir power to stop or kill all types of virus &amp;solve all problems
At present time #Corona is v…",LalitMidi,"Kandaghat, India","Money is not always required for charity. You can donate blood to help those who are in need because blood is not available in the market. 
Social Work by Saint",163,154,27210,False,"#Secrets_Of_Vedas
Only God kabir power to stop or kill all types of virus &amp;solve all problems
At present time #Corona is very dangerous day by day so all people like china america iran requested see satsang saint Rampal ji maharaj 
#CoronaVirusUpdate
https://t.co/qlsi79rTwq"
2020-03-01 05:01:43+00:00,"#Coronavirus 
Panic in the US?
#1/n

From a friend in MA, US:
""Visited Costco today. Rice, water, hand sanitizer, wipes, potatoes, salmon out of stock. I checked with manager who said they haven't been able to keep up with orders since last week."" 

$COST $WMT
#CoronaVirusUpdate https://t.co/UShTkBcpP9",BQInvstTraining,"Thané (Mumbai), India","4th-gen Investor | Training in #ValueInvesting #EquityResearch | Focus India, US | ""Stock Market Profits Through Special Situations"" https://t.co/TliGlvmxYn",2605,2197,6774,False,No Value Mentioned
2020-03-01 05:01:44+00:00,"RT @OH_mes2: MNH Entertainment announces 2 staff members for Chungha have been confirmed to have Coronavirus

Chungha plus other staff memb…",gogoi_moitry,"DULIAJAN,INDIA",No Value Mentioned,26,101,5217,False,"MNH Entertainment announces 2 staff members for Chungha have been confirmed to have Coronavirus

Chungha plus other staff members have tested negative

All of her schedules have been cancelled for the time being

https://t.co/YgpR0ybrGS https://t.co/6s3qKL27BW"
2020-03-01 05:01:45+00:00,"#Coronavirus 
Panic in the US?
#2/n

""Costco manager added he got 4, 18-wheeler trucks last night full of water, rice and vegetables. And they are all sold out.""

People are expecting shortages of food, stocking up heavily. Panic-like situation.

$COST $WMT 
#CoronaVirusUpdate",BQInvstTraining,"Thané (Mumbai), India","4th-gen Investor | Training in #ValueInvesting #EquityResearch | Focus India, US | ""Stock Market Profits Through Special Situations"" https://t.co/TliGlvmxYn",2605,2197,6774,False,No Value Mentioned
2020-03-01 05:01:46+00:00,"#Coronavirus 
Panic in the US?
#3/n

""Costco in Bay Area. Couldn't enter or exit parking lot for 20+ minutes. Lines packed. Every cart had toilet paper and water. 
""And not your normal amount of TP and water.""

$COST $WMT
#CoronaVirusUpdate https://t.co/10B9LPsrJz",BQInvstTraining,"Thané (Mumbai), India","4th-gen Investor | Training in #ValueInvesting #EquityResearch | Focus India, US | ""Stock Market Profits Through Special Situations"" https://t.co/TliGlvmxYn",2605,2197,6774,False,No Value Mentioned
2020-03-01 05:01:47+00:00,"#Coronavirus 
Panic in the US?
#4/n

Costco in Kirkland WA:
""I'm right now at Costco in Kirkland, and I'm at the end of the line halfway through the store.""

""People are getting prepared in case of a lockdown.""

$COST $WMT
#CoronaVirusUpdate https://t.co/DEFW3JGwcJ",BQInvstTraining,"Thané (Mumbai), India","4th-gen Investor | Training in #ValueInvesting #EquityResearch | Focus India, US | ""Stock Market Profits Through Special Situations"" https://t.co/TliGlvmxYn",2605,2197,6774,False,No Value Mentioned
2020-03-01 05:01:50+00:00,"@aliamjadrizvi @PreetBharara Lick a shrine, you won't contract it #coronavirus",sorabjain,"Mumbai, India","CA, certified forensic Accountant. Sports enthusiast, Live and let live",586,775,86550,False,No Value Mentioned
2020-03-01 05:02:00+00:00,RT @rvaidya2000: In Italy the corona virus cases reach 1000 and 29 deaths reported--Our Italian leader and children have the habit of visit…,haritcn,"Tamil Nadu, India",வேலும் மயிலும் முன்னிற்க..! மஹா பெரியவா மகிமையில் வாழ்பவன்.! Proud Hindu.! 🚩🚩 अहं ब्रह्मास्मि..!,584,951,43506,False,In Italy the corona virus cases reach 1000 and 29 deaths reported--Our Italian leader and children have the habit of visiting Italy secretly and having their extended family visit them often--They all need to be tested and quarantined as and when they arrive from Italy:)) RT
2020-03-01 05:02:05+00:00,"RT @GourishRajput: @AshokPradhanTOI Sir Modernization has resulted in pollution n Gene mutation, which leads to thriving of deadly viruses…",DineshS41082220,"Nagpur, India",Dinesh sahu,810,761,40196,False,"@AshokPradhanTOI Sir Modernization has resulted in pollution n Gene mutation, which leads to thriving of deadly viruses like corona which used to affect animals, are now attacking humans. The only solution is to #AdoptVedicHoliPreventCorona as per Sant Shri Asharamji Bapu. https://t.co/T8gwzfs3eD"
2020-03-01 05:02:10+00:00,"The only reason why this correction feels so scary is because it happened so fast, and it's coinciding with a health scare – the Corona virus.

But quite frankly, they all feel scary.",MASTERMIND_4_U,India,"ANALYSIS USING GANN, PRICE ACTION & FIBO 

FNO TRADER

JOIN TELEGRAM CHANNEL @ MASTERMINDFORU

#NIFTY #BANKNIFTY #NSE #PMS",4356,92,3938,False,No Value Mentioned
2020-03-01 05:02:11+00:00,RT @Shawna_7777: WA Gov Jay Inslee (D) declared a St of emergency on Saturday following the announcement of the first coronavirus-related d…,ShanMirza5,Durban S Africa (Via Indiana),"Pragmatic-Direct. #MAGA #MEGA
#SethRich
Animal 😍
🕉✡✝☪🕎 OMNISM🙏
⭐Unite USA=Vote DNC OUT
#OBAMAGATE is REAL!
 RT≠Endsrmt
#FreeAssange
Parler +Gab: @ShanePande",14067,15159,193723,False,WA Gov Jay Inslee (D) declared a St of emergency on Saturday following the announcement of the first coronavirus-related death in his state and the nation. The governor directed all state agencies touse all resources necessary. He also authorized the use of National Guard troops.
2020-03-01 05:02:12+00:00,"Will there be more downside? It' is possible.

But the current correction is not that far off from the average.

And a correction is all we think this is

In fact, inspite of the Corona virus worries, a few companies will record positive performance",MASTERMIND_4_U,India,"ANALYSIS USING GANN, PRICE ACTION & FIBO 

FNO TRADER

JOIN TELEGRAM CHANNEL @ MASTERMINDFORU

#NIFTY #BANKNIFTY #NSE #PMS",4356,92,3938,False,No Value Mentioned
2020-03-01 05:02:14+00:00,"RT @Pragat0001: @FoundationNsas Alibaba sold 2.23 lakh crore rupees on single day in China on 11th novmber, it sold $ 1 lakh billion in jus…",puran_singh_B,"Anupgarh, India","Member of Nasas foundation 
Nari shakti aur shiksha 👉 @NsasFoundation 👈",1136,1975,5541,False,"@FoundationNsas Alibaba sold 2.23 lakh crore rupees on single day in China on 11th novmber, it sold $ 1 lakh billion in just 85 seconds, $ 3 billion in 5 minutes, $ 10 billion in 1 hour ""Today we also start a single day on behalf of 'NSAS Foundation' Today 01-03-2020 Let this day https://t.co/1oFrPpWsWv"
2020-03-01 05:02:15+00:00,"China infection growth stays levelled out while RotW is growing explosively. In the last 7 days, infection count for RotW has grown ~ 4x.
7 new countries/locations added in the last update. 🇳🇱🇳🇴🇨🇭🇧🇭🇮🇶🇪🇸🇬🇧🇩🇪🇨🇦🇫🇷🇭🇰🇸🇬 are beginning to grow EXP. 🇯🇵🇰🇷🇮🇷 have already blown up.
#COVID19 https://t.co/KQuYFLBtYC",UntergrundmannG,"Bengaluru South, India","Figuring Stuff Out | Veteran | Theoretical Physicist | Engineer

#MentalHealth
#SZA
#CPTSD

[Alumnus: NDA/IMA | CME/MCTE | DoP, UoPune | IIM, Bangalore | QSSB]",1723,567,18966,False,No Value Mentioned
2020-03-01 05:02:17+00:00,"RT @KairavNisha: #Secrets_Of_Vedas
👉Residents of America Iran China India and everyone understand the secrets of Vedas and make your famili…",KairavNisha,"Indore, India","👉🤘- 💯 follow 🔙 -🤘
               dream ❤️❤️IAS officer❤️❤️",4022,3622,916,False,"#Secrets_Of_Vedas
👉Residents of America Iran China India and everyone understand the secrets of Vedas and make your familiar with the Kavir Dev or Kabir Saheb who is the father of all. https://t.co/7hXrFq3S5n https://t.co/PC9Qg7qwsU"
2020-03-01 05:02:21+00:00,RT @NASAEarth: Airborne Nitrogen Dioxide Plummets Over China https://t.co/URfLNy0GZJ #NASA,Priyachdhry4,India,"Yada yada hi dharmasya
glanir bhavati bharata
Abhyuthanam adharmasya
tadatmanam srijamyaham
Paritranaya saadhunam
vinashaya ch dushcritam
Dharmasanstha panartha",562,1306,10202,False,Airborne Nitrogen Dioxide Plummets Over China https://t.co/URfLNy0GZJ #NASA
2020-03-01 05:02:25+00:00,RT @SPECCAPITAL: China loves to play with the numbers,Goldjain797,India,Environmentalist | Engineer | Entrepreneur | Technical Analyst | Energetic | Passionate | Gold Bug,57,327,1643,False,China loves to play with the numbers https://t.co/WDuTkyNUog
